ID_ВАК;ЗАР_ПЛАТ;ТРЕБ_НАВ;ТРЕБ_ОП;РЕЖ_РАБ;ФОРМ_ЗАН
2575;155139;numpy,python;1-3 года;Полный рабочий день;Удаленная работа
2576;226541;python;от 5 лет;4 часа в день;Удаленная работа
2577;66550;numpy,excel,python,c++;1-3 года;Полный рабочий день;Офис
2578;77299;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
2579;263784;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
2580;159173;numpy,excel,python,c++;от 5 лет;4 часа в день;Офис
2581;116121;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
2582;158239;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
2583;264989;numpy,excel,python;от 5 лет;Полный рабочий день;Удаленная работа
2584;294621;numpy,python;1-3 года;4 часа в день;Удаленная работа
2585;249274;python;1-3 года;Полный рабочий день;Гибрид
2586;178753;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
2587;116811;numpy,excel,python,c++;1-3 года;4 часа в день;Удаленная работа
2588;64733;;от 5 лет;Полный рабочий день;Гибрид
2589;239360;numpy,excel,python;от 5 лет;4 часа в день;Офис
2590;276892;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
2591;267284;;Нет опыта;Полный рабочий день;Удаленная работа
2592;52243;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2593;141648;numpy,python;1-3 года;Полный рабочий день;Офис
2594;200489;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2595;203336;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
2596;188044;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Удаленная работа
2597;130463;python;Нет опыта;Полный рабочий день;Удаленная работа
2598;119301;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Удаленная работа
2599;60289;numpy,excel,python;от 5 лет;Полный рабочий день;Офис
2600;255585;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
2601;99704;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
2602;82057;numpy,excel,python,c++;от 5 лет;4 часа в день;Удаленная работа
2603;299833;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
2604;126659;numpy,python;Нет опыта;Полный рабочий день;Офис
2605;223936;numpy,excel,python;1-3 года;4 часа в день;Офис
2606;227644;numpy,excel,python;от 5 лет;Полный рабочий день;Удаленная работа
2607;188680;python;Нет опыта;4 часа в день;Гибрид
2608;183491;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
2609;61309;;1-3 года;4 часа в день;Офис
2610;251553;numpy,excel,python;1-3 года;4 часа в день;Удаленная работа
2611;297662;numpy,python;от 5 лет;Полный рабочий день;Гибрид
2612;212239;numpy,python;от 5 лет;4 часа в день;Офис
2613;213913;numpy,python;от 5 лет;Полный рабочий день;Офис
2614;53892;python;Нет опыта;4 часа в день;Гибрид
2615;285695;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
2616;219564;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
2617;202887;;1-3 года;4 часа в день;Офис
2618;145379;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
2619;118815;excel,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2620;288619;numpy,excel,python;от 5 лет;4 часа в день;Офис
2621;106348;;1-3 года;Полный рабочий день;Офис
2622;299152;numpy,excel,python;от 5 лет;Полный рабочий день;Удаленная работа
2623;81798;numpy,excel,python,c++;от 5 лет;4 часа в день;Офис
2624;173518;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
2625;169078;excel,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2626;167816;python;Нет опыта;4 часа в день;Удаленная работа
2627;299123;numpy,excel,python;от 5 лет;Полный рабочий день;Офис
2628;251444;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
2629;163306;numpy,python;от 5 лет;4 часа в день;Офис
2630;263328;;1-3 года;4 часа в день;Удаленная работа
2631;232985;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
2632;154086;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
2633;222476;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
2634;151505;numpy,python;Нет опыта;4 часа в день;Гибрид
2635;212990;python;Нет опыта;Полный рабочий день;Офис
2636;186408;numpy,excel,python,c++;1-3 года;Полный рабочий день;Офис
2637;282996;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
2638;168202;numpy,excel,python;от 5 лет;4 часа в день;Гибрид
2639;105554;;1-3 года;Полный рабочий день;Офис
2640;287919;;1-3 года;Полный рабочий день;Гибрид
2641;197895;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
2642;90759;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2643;218052;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
2644;52206;numpy,python;Нет опыта;4 часа в день;Удаленная работа
2645;105806;python;от 5 лет;Полный рабочий день;Удаленная работа
2646;53448;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
2647;144806;numpy,python;1-3 года;4 часа в день;Удаленная работа
2648;78640;numpy,excel,python;Нет опыта;Полный рабочий день;Удаленная работа
2649;186707;numpy,python;Нет опыта;4 часа в день;Гибрид
2650;293025;python;Нет опыта;Полный рабочий день;Удаленная работа
2651;111445;excel,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2652;165868;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
2653;150201;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
2654;122104;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Гибрид
2655;94129;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
2656;117886;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Офис
2657;228509;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
2658;75514;;Нет опыта;4 часа в день;Офис
2659;239008;excel,pandas,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
2660;73657;numpy,excel,python;1-3 года;4 часа в день;Удаленная работа
2661;131693;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2662;254924;numpy,python;1-3 года;Полный рабочий день;Офис
2663;145792;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
2664;186259;python;от 5 лет;4 часа в день;Гибрид
2665;157418;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
2666;145131;python;Нет опыта;4 часа в день;Удаленная работа
2667;50702;numpy,excel,python;1-3 года;4 часа в день;Удаленная работа
2668;162157;;от 5 лет;4 часа в день;Офис
2669;210584;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Офис
2670;204329;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
2671;118976;numpy,excel,python,c++;от 5 лет;4 часа в день;Гибрид
2672;183052;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2673;57168;numpy,excel,python,c++;от 5 лет;4 часа в день;Удаленная работа
2674;126849;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
2675;123920;python;Нет опыта;4 часа в день;Удаленная работа
2676;118689;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
2677;210687;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
2678;283904;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
2679;121624;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
2680;255742;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2681;263277;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
2682;193380;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2683;248619;;1-3 года;Полный рабочий день;Офис
2684;234967;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
2685;102996;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
2686;193633;;Нет опыта;4 часа в день;Гибрид
2687;237656;python;Нет опыта;Полный рабочий день;Удаленная работа
2688;280664;python;Нет опыта;4 часа в день;Гибрид
2689;84844;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
2690;93736;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
2691;87548;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
2692;250384;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
2693;128584;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
2694;205234;numpy,excel,python;1-3 года;4 часа в день;Гибрид
2695;100107;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
2696;230227;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Удаленная работа
2697;153672;excel,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
2698;222884;;Нет опыта;4 часа в день;Гибрид
2699;297630;numpy,python;1-3 года;Полный рабочий день;Офис
2700;123932;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
2701;240297;numpy,python;1-3 года;Полный рабочий день;Удаленная работа
2702;285309;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Офис
2703;83216;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Удаленная работа
2704;101192;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
2705;103721;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
2706;142414;numpy,excel,python;1-3 года;Полный рабочий день;Офис
2707;120327;numpy,excel,python;Нет опыта;Полный рабочий день;Гибрид
2708;172718;python;Нет опыта;Полный рабочий день;Удаленная работа
2709;130867;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
2710;263452;python;от 5 лет;Полный рабочий день;Офис
2711;226606;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2712;102894;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
2713;59328;python;Нет опыта;Полный рабочий день;Удаленная работа
2714;154412;numpy,excel,python;1-3 года;Полный рабочий день;Гибрид
2715;218454;;Нет опыта;4 часа в день;Удаленная работа
2716;210835;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
2717;54997;numpy,python;от 5 лет;4 часа в день;Удаленная работа
2718;103414;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Офис
2719;256900;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
2720;218919;numpy,excel,python;Нет опыта;4 часа в день;Офис
2721;159945;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
2722;214732;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
2723;281313;;Нет опыта;4 часа в день;Удаленная работа
2724;285894;;от 5 лет;4 часа в день;Офис
2725;235838;excel,pandas,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2726;143523;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
2727;191786;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
2728;192144;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
2729;216995;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2730;167911;python;от 5 лет;4 часа в день;Удаленная работа
2731;81335;numpy,python;Нет опыта;Полный рабочий день;Удаленная работа
2732;86673;numpy,python;от 5 лет;4 часа в день;Гибрид
2733;68495;python;Нет опыта;4 часа в день;Гибрид
2734;135575;numpy,excel,python;Нет опыта;4 часа в день;Гибрид
2735;244777;python;от 5 лет;4 часа в день;Офис
2736;267418;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
2737;138867;excel,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
2738;113184;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2739;228457;numpy,excel,python;1-3 года;4 часа в день;Удаленная работа
2740;213740;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
2741;207445;numpy,excel,python;Нет опыта;4 часа в день;Удаленная работа
2742;104863;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2743;153329;numpy,python;от 5 лет;4 часа в день;Офис
2744;241925;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
2745;73935;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
2746;195413;python;от 5 лет;Полный рабочий день;Офис
2747;100009;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
2748;226405;excel,pandas,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
2749;245214;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
2750;85040;;1-3 года;4 часа в день;Офис
2751;236233;python;Нет опыта;Полный рабочий день;Гибрид
2752;104493;;1-3 года;4 часа в день;Удаленная работа
2753;91418;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
2754;225343;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
2755;278229;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
2756;190445;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
2757;229972;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
2758;60342;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
2759;86083;numpy,python;1-3 года;4 часа в день;Офис
2760;171155;numpy,excel,python;Нет опыта;Полный рабочий день;Удаленная работа
2761;53678;numpy,python;Нет опыта;4 часа в день;Удаленная работа
2762;269731;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Удаленная работа
2763;76473;numpy,excel,python,c++;1-3 года;Полный рабочий день;Гибрид
2764;269572;numpy,excel,python;Нет опыта;4 часа в день;Гибрид
2765;97810;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Гибрид
2766;87912;numpy,excel,python;Нет опыта;Полный рабочий день;Удаленная работа
2767;280845;python;от 5 лет;4 часа в день;Офис
2768;292277;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
2769;178403;excel,pandas,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
2770;196794;numpy,python;от 5 лет;Полный рабочий день;Удаленная работа
2771;110856;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
2772;136448;;Нет опыта;Полный рабочий день;Офис
2773;66342;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
2774;214000;numpy,excel,python;от 5 лет;4 часа в день;Гибрид
2775;128164;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
2776;78328;numpy,python;от 5 лет;Полный рабочий день;Удаленная работа
2777;147559;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Офис
2778;154639;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
2779;150886;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
2780;167079;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Гибрид
2781;119615;numpy,excel,python;1-3 года;4 часа в день;Гибрид
2782;215933;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
2783;298012;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
2784;200600;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
2785;167254;python;от 5 лет;4 часа в день;Гибрид
2786;64123;python;Нет опыта;4 часа в день;Гибрид
2787;71051;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Гибрид
2788;280819;python;1-3 года;Полный рабочий день;Гибрид
2789;254227;numpy,excel,python;1-3 года;4 часа в день;Офис
2790;167205;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
2791;277529;;от 5 лет;Полный рабочий день;Гибрид
2792;144081;numpy,python;1-3 года;4 часа в день;Офис
2793;185508;numpy,python;1-3 года;Полный рабочий день;Офис
2794;60598;python;1-3 года;Полный рабочий день;Офис
2795;244521;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
2796;277583;numpy,python;от 5 лет;4 часа в день;Удаленная работа
2797;67881;numpy,excel,python,c++;1-3 года;4 часа в день;Гибрид
2798;236432;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
2799;189264;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
2800;121401;numpy,excel,python;от 5 лет;Полный рабочий день;Удаленная работа
2801;280012;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
2802;88599;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Удаленная работа
2803;87223;numpy,excel,python,c++;1-3 года;Полный рабочий день;Удаленная работа
2804;185318;python;от 5 лет;Полный рабочий день;Удаленная работа
2805;134102;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
2806;270444;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
2807;188667;numpy,excel,python,c++;1-3 года;Полный рабочий день;Офис
2808;190120;;Нет опыта;4 часа в день;Офис
2809;99636;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2810;260731;python;Нет опыта;4 часа в день;Удаленная работа
2811;164081;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
2812;209895;numpy,excel,python;Нет опыта;4 часа в день;Удаленная работа
2813;239299;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2814;257013;numpy,excel,python;1-3 года;4 часа в день;Удаленная работа
2815;176878;python;1-3 года;Полный рабочий день;Удаленная работа
2816;102265;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
2817;83395;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2818;287373;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
2819;66246;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
2820;280292;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
2821;64544;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
2822;87859;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
2823;128971;;1-3 года;Полный рабочий день;Удаленная работа
2824;192257;;1-3 года;4 часа в день;Офис
2825;51661;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
2826;131115;excel,pandas,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
2827;295627;numpy,excel,python;от 5 лет;4 часа в день;Офис
2828;105289;numpy,python;Нет опыта;4 часа в день;Гибрид
2829;102917;;от 5 лет;4 часа в день;Удаленная работа
2830;228543;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
2831;126560;;от 5 лет;4 часа в день;Офис
2832;130511;numpy,excel,python,c++;1-3 года;4 часа в день;Офис
2833;230485;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
2834;108143;numpy,python;1-3 года;Полный рабочий день;Гибрид
2835;172273;numpy,excel,python;Нет опыта;4 часа в день;Удаленная работа
2836;145003;;Нет опыта;Полный рабочий день;Офис
2837;62210;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
2838;254734;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
2839;102904;numpy,excel,python;1-3 года;4 часа в день;Офис
2840;299631;numpy,python;1-3 года;Полный рабочий день;Гибрид
2841;261263;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2842;295223;excel,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
2843;71770;numpy,excel,python;1-3 года;4 часа в день;Офис
2844;224805;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
2845;282605;;от 5 лет;4 часа в день;Гибрид
2846;118605;numpy,excel,python;1-3 года;Полный рабочий день;Удаленная работа
2847;298217;numpy,python;1-3 года;Полный рабочий день;Удаленная работа
2848;209680;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
2849;60390;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
2850;98976;numpy,python;1-3 года;4 часа в день;Гибрид
2851;63597;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
2852;61823;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2853;137676;numpy,python;Нет опыта;4 часа в день;Офис
2854;189803;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
2855;244532;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
2856;80577;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
2857;198602;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
2858;109787;numpy,excel,python;от 5 лет;4 часа в день;Гибрид
2859;268718;numpy,excel,python,c++;от 5 лет;4 часа в день;Удаленная работа
2860;176713;numpy,python;от 5 лет;Полный рабочий день;Офис
2861;177196;;1-3 года;Полный рабочий день;Удаленная работа
2862;282648;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
2863;281210;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2864;224077;numpy,excel,python;от 5 лет;4 часа в день;Гибрид
2865;169291;numpy,python;Нет опыта;4 часа в день;Гибрид
2866;62177;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
2867;60622;python;1-3 года;4 часа в день;Гибрид
2868;165980;;Нет опыта;Полный рабочий день;Офис
2869;113510;numpy,python;1-3 года;4 часа в день;Офис
2870;171422;numpy,python;Нет опыта;4 часа в день;Офис
2871;297892;numpy,excel,python,c++;1-3 года;Полный рабочий день;Удаленная работа
2872;134757;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
2873;157070;python;Нет опыта;Полный рабочий день;Офис
2874;181229;;от 5 лет;4 часа в день;Гибрид
2875;85347;numpy,excel,python;Нет опыта;Полный рабочий день;Гибрид
2876;133065;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
2877;131252;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
2878;299954;;от 5 лет;Полный рабочий день;Удаленная работа
2879;65268;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
2880;279669;numpy,python;Нет опыта;4 часа в день;Удаленная работа
2881;285258;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Офис
2882;299191;numpy,python;от 5 лет;Полный рабочий день;Гибрид
2883;121269;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
2884;142127;;от 5 лет;Полный рабочий день;Гибрид
2885;288622;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
2886;104144;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
2887;101266;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
2888;103189;numpy,python;от 5 лет;Полный рабочий день;Офис
2889;255233;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
2890;240338;python;1-3 года;Полный рабочий день;Офис
2891;169797;numpy,python;Нет опыта;4 часа в день;Офис
2892;174501;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Офис
2893;153665;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
2894;141597;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
2895;114161;numpy,python;Нет опыта;Полный рабочий день;Удаленная работа
2896;212629;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
2897;186427;numpy,excel,python,c++;1-3 года;Полный рабочий день;Гибрид
2898;182171;numpy,excel,python,c++;1-3 года;Полный рабочий день;Гибрид
2899;69085;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2900;247559;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
2901;220918;numpy,python;1-3 года;4 часа в день;Офис
2902;120630;numpy,excel,python;от 5 лет;4 часа в день;Гибрид
2903;181586;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
2904;262734;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
2905;184175;numpy,excel,python;1-3 года;Полный рабочий день;Офис
2906;117035;numpy,excel,python;Нет опыта;4 часа в день;Офис
2907;149886;numpy,excel,python;от 5 лет;Полный рабочий день;Офис
2908;228575;python;Нет опыта;Полный рабочий день;Гибрид
2909;282620;numpy,python;Нет опыта;Полный рабочий день;Офис
2910;116507;numpy,excel,python,c++;от 5 лет;4 часа в день;Офис
2911;148534;numpy,excel,python;1-3 года;Полный рабочий день;Удаленная работа
2912;199666;numpy,python;от 5 лет;Полный рабочий день;Гибрид
2913;84983;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
2914;226159;;Нет опыта;Полный рабочий день;Удаленная работа
2915;101947;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
2916;67713;numpy,excel,python;1-3 года;4 часа в день;Офис
2917;82297;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2918;62206;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
2919;294635;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
2920;168339;numpy,python;от 5 лет;4 часа в день;Удаленная работа
